cpu_type	rank	name	nb_id	nb_url	codename	series	l2_cache_mb	l3_cache_mb	tdp_watt	tdp_turbo_watt	base_mhz	boost_mhz	cores	threads	process_nm	architecture	is_64bit	graphics_card	perf_rating	cinebench_r10_32bit_single	cinebench_r10_32bit_multi	cinebench_r15_cpu_single_64bit	cinebench_r15_cpu_multi_64bit	cinebench_r20_single	cinebench_r20	cinebench_r23_single_core	cinebench_r23_multi_core	cinebench_2024_cpu_single_core	cinebench_2024_cpu_multi_core	geekbench_4_4_64_bit_single_core_score	geekbench_4_4_64_bit_multi_core_score	geekbench_5_5_single_core	geekbench_5_5_multi_core	geekbench_6_7_single_core	geekbench_6_7_multi_core	3dmark06_cpu	x264_pass_1	x264_pass_2	x265	truecrypt_aes	truecrypt_twofish	truecrypt_serpent	blender	blender_v3_3_classroom_cpu	7_zip_single	7_zip	superpi_1m	superpi_32m	wprime_32	wprime_1024	webxprt_3	webxprt_4_overall	crossmark_overall	cinebench_2026_cpu_single_thread	cinebench_2026_cpu_multi	octane_v2_total_score	jetstream_2	jetstream_2_2_2_total	speedometer_2_0	sunspider_1_0_total_score	geekbench_2	geekbench_3_32_bit_single_core_score	geekbench_3_32_bit_multi_core_score	passmark_performancetest_mobile_v1_cpu_tests
desktop	282	Intel Core i9-11900KB	588996	https://www.notebookcheck.net/Intel-Core-i9-11900KB-Processor-Benchmarks-and-Specs.588996.0.html	Tiger Lake-H	Tiger Lake	10.0	24.0	65		3300	5300	8	16	10	x86	True	UHD Graphics Xe 32EUs (Tiger Lake-H)	62.55	9538	50665	247	2027	629	4644	1621	11726	95	636	6991	36310	1656	8924	2304.5	9858.5	14961	272.5	106	14.4	11.6	1.7	1.1	262.7	480	5979	50152	6.66	343.2	3.42	102.2	269	237	1785											
laptop	283	AMD Ryzen 9 5980HS	514813	https://www.notebookcheck.net/AMD-Ryzen-9-5980HS-Processor-Benchmarks-and-Specs.514813.0.html	Cezanne-HS (Zen 3)	Cezanne (Zen 3, Ryzen 5000)	4.0	16.0	35		3000	4800	8	16	7	x86	True	Vega 8	41.843			243	2083	602.5	4651	1529	12629			6295	33630	1537	8620	2005	8005				15.2				245.6		5623	57319			3.47	109.7	279					66881	179.5							
laptop	284	Intel Xeon W-11955M	539077	https://www.notebookcheck.net/Intel-Xeon-W-11955M-Processor-Benchmarks-and-Specs.539077.0.html	Tiger Lake-H	Tiger Lake	10.0	24.0	45		2600	5000	8	16	10	x86	True	UHD Graphics Xe 32EUs (Tiger Lake-H)	33.543			230	1846	568	4250	1550.5	11637			6286	33776	1586.5	9057.5	2244	10233				13.4	8.6	1.7	1.1	276		5222	47264	6.9	360			271					60397			147					
desktop	285	Intel Core i7-10700K	498827	https://www.notebookcheck.net/Intel-Core-i7-10700K-desktop-processor.498827.0.html	Comet Lake	Comet Lake	2.0	16.0	125		3800	5100	8	16	14	x86	True	UHD Graphics 630	41.114	7910	50670	208	2027	496	4882					6247	34735	1373.5	8925	1864	9331		269	121	16.3	11.2	2	0.97	217.4		5647	54050	7.58	391.3	3.18	85.7	245													
laptop	286	AMD Ryzen 7 7736U	684252	https://www.notebookcheck.net/AMD-Ryzen-7-7736U-Processor-Benchmarks-and-Specs.684252.0.html	Rembrandt R	Rembrandt (Zen 3+)	4.0	16.0	28		2700	4700	8	16	6	x86	True	Radeon 680M	51.95			246	2019			1548	12768					1511	9218	1978	8378				15.7				246	453	5466	56824					254	193.4	1482				179.93							
laptop	287	Apple M1 Pro 8-Core	576648	https://www.notebookcheck.net/Apple-M1-Pro-8-Core-Processor-Benchmarks-and-Specs.576648.0.html		M1	28.0	16.0			2060	3220	8	8	5	ARM	True	M1 Pro 14-Core GPU	52.25			210	1320			1531	9581					1769	9942	2373	10858																343		1490			65528	207.9		262	76.7				
smartphone	288	Qualcomm Snapdragon 8 Elite Gen 5 for Galaxy	1271123	https://www.notebookcheck.net/Qualcomm-Snapdragon-8-Elite-Gen-5-for-Galaxy-Processor-Benchmarks-and-Specs.1271123.0.html	Oryon v3	Snapdragon 8	24.0	8.0			3630	4740	8	8	3	ARM	True	Adreno 840	8950.0											10199	34506			3759	11337																		2543			105762	422.95	429.73	733					
smartphone	289	Qualcomm Snapdragon 8 Elite Gen 5	1123169	https://www.notebookcheck.net/Qualcomm-Snapdragon-8-Elite-Gen-5-Processor-Benchmarks-and-Specs.1123169.0.html	Oryon v3	Snapdragon 8	24.0	8.0			3630	4600	8	8	3	ARM	True	Adreno 840	43.5											4327	13733	2427.5	7969	3662	10976																	123	2445			80205.5	146.21	277.93	598					10779
laptop	290	Intel Core i7-11800H	525586	https://www.notebookcheck.net/Intel-Core-i7-11800H-Processor-Benchmarks-and-Specs.525586.0.html	Tiger Lake-H	Tiger Lake	10.0	24.0	45		2300	4600	8	16	10	x86	True	UHD Graphics Xe 32EUs (Tiger Lake-H)	54.95	9075	44099	227	1936	580	4689	1508	12197	89	582	6667	34107	1572	8905	2192.5	9253.5	13362	247.5	93.75	13.9	9.9	1.5	1	261	512	5509	49080	7.27	369.78	3.97	120.84	262	212	1569			68002	190.9		194	134.8				
desktop	291	Intel Core i9-9900K	421329	https://www.notebookcheck.net/Intel-Core-i9-9900K-Desktop-Processor-Benchmarks-and-Specs.421329.0.html	Coffee Lake-R	Coffee Lake	2.0	16.0	95		3600	5000	8	16	14	x86	True	UHD Graphics 630	62.729	7933	48778.5	212	1979	502	4871	1280	12397			6049	32981	1300	8845	1705	8045	14281.5	260.5	114.25	15.8	11.1	1.9	1.15	223.8		5410.5	48207	7.66	432.15	3.58	91.3						40081				71				
laptop	292	AMD Ryzen 7 PRO 6850H	615513	https://www.notebookcheck.net/AMD-Ryzen-7-PRO-6850H-Processor-Benchmarks-and-Specs.615513.0.html	Rembrandt-H (Zen 3+)	Rembrandt (Zen 3+)	4.0	16.0	45		3200	4700	8	16	6	x86	True	Radeon 680M	49.35	5791	34412	205.1	2085.5	576	4887	1480	12393					1477.5	8472	2061	9461	11620	222.48	104.13	14.3	9.1	1.01	1	241.5	469.5	5417	54444.5	0.94	800.35	3.72	103.58	232	179.55	1407											
desktop	293	AMD Ryzen 5 5600X	508454	https://www.notebookcheck.net/AMD-Ryzen-5-5600X-Processor-Benchmarks-and-Specs.508454.0.html	Vermeer (Zen 3)	Vermeer (Ryzen 5000)	3.0	32.0	65		3700	4600	6	12	7	x86	True		52.15	6462	39331	254	1968	601	4567	1541	11838			6953	35617	1657	8980	2178	9023	14576	320	117	15.7	10.7	1.5	0.94	260.2		6594	56607	8.08	400.9	3.89	113.9	286		1489											
laptop	294	AMD Ryzen AI Max PRO 380	944131	https://www.notebookcheck.net/AMD-Ryzen-AI-Max-PRO-380-Processor-Benchmarks-and-Specs.944131.0.html	Strix Halo PRO	Strix / Gorgon Halo	6.0	16.0	55		3600	4900	6	12	4	x86	True	Radeon 8040S	42.5															2162	10309																													
laptop	295	AMD Ryzen 9 5900HS	513631	https://www.notebookcheck.net/AMD-Ryzen-9-5900HS-Processor-Benchmarks-and-Specs.513631.0.html	Cezanne-HS (Zen 3)	Cezanne (Zen 3, Ryzen 5000)	4.0	16.0	35		3000	4600	8	16	7	x86	True	Vega 8	49.55	6380	41235	236.5	2041	571.5	4895.5	1475.5	12745.5			6361	31805	1497	7867	1868	7438				14.55				241		5653	57286					275.5		1414			65400	196.25		183					
desktop	296	AMD Ryzen 7 PRO 5750G	637532	https://www.notebookcheck.net/AMD-Ryzen-7-PRO-5750G-Processor-Benchmarks-and-Specs.637532.0.html	Cezanne PRO (Zen 3)	Cezanne (Zen 3, Ryzen 5000)	4.0	16.0	65		3800	4600	8	16	7	x86	True	Vega 8	51.35	6432	37998	241	1956	585	4782	1500	12157			6440	33145	1561	8396	2071	8789		249.5	113.15	14.4	11.1	1.6	1	245		5682	57184	7.7	406.94	3.69	96.77	276		1464											
laptop	297	Intel Core i9-11980HK	525584	https://www.notebookcheck.net/Intel-Core-i9-11980HK-Processor-Benchmarks-and-Specs.525584.0.html	Tiger Lake-HK	Tiger Lake	10.0	24.0	55		3300	5000	8	16	10	x86	True	UHD Graphics Xe 32EUs (Tiger Lake-H)	58.65	9626	52116	230	2152	594	4568.5	1559	10923	92	638			1627	9813	2250	9970				15.8				256		5668	53426	6.82	350	7.47	243.3	279		1674			72523	198.75		211.1					
smartphone	298	MediaTek Dimensity 9500	957550	https://www.notebookcheck.net/MediaTek-Dimensity-9500-Processor-Benchmarks-and-Specs.957550.0.html	Cortex-X930 Travis / Cortex-A730 6x Gelas	Dimensity 9000	7.0	26.0			2700	4210	8	8	3	ARM	True	Mali-G1 Ultra MC12	68.25													2391.5	9412	3452.5	10272																	138	1949			70701	244.36	267.65	500					
laptop	299	Intel Core i9-11950H	539055	https://www.notebookcheck.net/Intel-Core-i9-11950H-Processor-Benchmarks-and-Specs.539055.0.html	Tiger Lake-H	Tiger Lake	10.0	24.0	45		2600	5000	8	16	10	x86	True	UHD Graphics Xe 32EUs (Tiger Lake-H)	54.85			242.5	1954	619.5	4664.5	1591	12206.5					1631	7969	2214	9324				14.2				254		5773	50060					272.5		1566			74632.5	208.3		211.5					
laptop	300	Intel Core 7 360	1276730	https://www.notebookcheck.net/Intel-Core-7-360-Processor-Benchmarks-and-Specs.1276730.0.html	Wildcat Lake	Wildcat Lake	6.0		15	35	1400	4800	6	6	2	x86	True	Intel Graphics 2 Xe3 WCL																																														
laptop	301	Intel Core 7 350	1276864	https://www.notebookcheck.net/Intel-Core-7-350-Processor-Benchmarks-and-Specs.1276864.0.html	Wildcat Lake	Wildcat Lake	6.0		15	35	1400	4800	6	6	2	x86	True	Intel Graphics 2 Xe3 WCL	42.9															2613	7503																													
desktop	302	Intel Core i5-14500T	905263	https://www.notebookcheck.net/Intel-Core-i5-14500T-Processor-Benchmarks-and-Specs.905263.0.html	Raptor Lake	Raptor Lake-R	11.5	24.0	35	92	1700	4800	14	20	10	x86	True	UHD Graphics 770	52.35	9014	39798	252	2022	706	4319	1838	11790	103	630	7611	33122	1838	9122	2546	9225	12986	264.5	108.05	12.7	9.8	1.9	1.01	288	513	5980	45820	7.73	408.82	4.79	221.29	262	244	1493											
laptop	303	Intel Core 5 210H	936302	https://www.notebookcheck.net/Intel-Core-5-210H-Processor-Benchmarks-and-Specs.936302.0.html	Raptor Lake-H Refresh	Raptor Lake-H	8.0	12.0	45		1600	4800	8	12	10	x86	True	UHD Graphics Xe G4 48EUs	57.15			247	1757	681	4436	1771	11830	105.4	686			1734	8899	2415.5	9616.5	13159			13.4				275	520	5386	45778					281	254	1631.5											
laptop	304	Intel Core 7 250U	1133295	https://www.notebookcheck.net/Intel-Core-7-250U-Processor-Benchmarks-and-Specs.1133295.0.html	Raptor Lake Refresh	Raptor Lake-S	12.0		15	55	1200	5400	10	12	10	x86	True	Iris Xe G7 96EUs	44.8															2598	8727																													
laptop	305	Intel Core 7 150U	791266	https://www.notebookcheck.net/Intel-Core-7-150U-Processor-Benchmarks-and-Specs.791266.0.html	Raptor Lake-U Refresh	Raptor Lake-U	9.5	12.0	15	55	1200	5400	10	12	10	x86	True	Iris Xe G7 96EUs	60.75			254	1505.5	708.5	3449.5	1875.5	8883	108.5	470			1909.5	7987	2655.5	9037.5				9.64				358	674	5821.5	37996.5					306	276	1734											
laptop	306	Intel Core i7-1365U	678465	https://www.notebookcheck.net/Intel-Core-i7-1365U-Processor-Benchmarks-and-Specs.678465.0.html	Raptor Lake-U	Raptor Lake-U	9.5	12.0	15		1300	5200	10	12	10	x86	True	Iris Xe G7 96EUs	57.35			265.5	1466.5	726.5	3495.5	1887	8946					1878.5	8605.5	2583	9605				9.8				383	726.5	5850.5	39727					300	262.5	1636			93596	282.37		350					
laptop	307	Intel Core i5-13505H	691594	https://www.notebookcheck.net/Intel-Core-i5-13505H-Processor-Benchmarks-and-Specs.691594.0.html	Raptor Lake-H	Raptor Lake-H	10.0	18.0	45		1900	4700	12	16	10	x86	True	Iris Xe G7 80EUs	42.6															2426	8572																													
laptop	308	AMD Ryzen 7 7435H	905777	https://www.notebookcheck.net/AMD-Ryzen-7-7435H-Processor-Benchmarks-and-Specs.905777.0.html	Rembrandt-H Refresh (Zen 3+)	Rembrandt (Zen 3+)	4.0	16.0	45		3100	4500	8	16	6	x86	True		39.8															1954	10149																													
desktop	309	Intel Core i5-14401TE	1024571	https://www.notebookcheck.net/Intel-Core-i5-14401TE-Processor-Benchmarks-and-Specs.1024571.0.html	Raptor Lake	Raptor Lake-S	6.0	12.0	45		2000	4500	6	12	10	x86	True	UHD Graphics 730	41.6															2147	9880																													
desktop	310	Intel Core i7-11700	641522	https://www.notebookcheck.net/Intel-Core-i7-11700-Processor-Benchmarks-and-Specs.641522.0.html	Rocket Lake	Rocket Lake	4.0	16.0	65		2500	4900	8	16	14	x86	True	UHD Graphics 750	59.65	9493	51493	233	1767	579	3986	1529	10287			7173	37795	1681	9760	2173	8087	14738	267.2	93.1	12.6	12	1.8	1.1	295		5810	44752	6.87	387.73	4.19	115.52	256		1701											
laptop	311	Intel Core i5-12600HX	619077	https://www.notebookcheck.net/Intel-Core-i5-12600HX-Processor-Benchmarks-and-Specs.619077.0.html	Alder Lake-HX	Alder Lake-S	10.0	18.0	55		1800	4600	12	16	10	x86	True	UHD Graphics 770	44.9													1702	9332	2434	9919																													
laptop	312	AMD Ryzen 9 5980HX	514811	https://www.notebookcheck.net/AMD-Ryzen-9-5980HX-Processor-Benchmarks-and-Specs.514811.0.html	Cezanne-HX (Zen 3)	Cezanne (Zen 3, Ryzen 5000)	4.0	16.0	54		3300	4800	8	16	7	x86	True	Vega 8	38.0															1987	8845																													
laptop	313	Intel Core i7-11850H	539134	https://www.notebookcheck.net/Intel-Core-i7-11850H-Processor-Benchmarks-and-Specs.539134.0.html	Tiger Lake-H	Tiger Lake	10.0	24.0	45		2500	4800	8	16	10	x86	True	UHD Graphics Xe 32EUs (Tiger Lake-H)	57.65			232.5	1767.5	595	4244.5	1532.5	10857					1672.5	9250	2163	9481				13.5				285		5744.5	47721					274.5		1644				198.5							
desktop	314	Intel Core i5-11600K	530301	https://www.notebookcheck.net/Intel-Core-i5-11600K-Processor-Benchmarks-and-Specs.530301.0.html	Rocket Lake	Rocket Lake	3.0	12.0	125		3900	4900	6	12	14	x86	True	UHD Graphics Xe 750 32EUs	57.85	9745	49408	238	1744	585.5	4301.5	1529.5	11217.5			7438	33266	1723	8429.5	2284	9480	14519	289	100.75	14.35	9.7	1.5	0.9	267.25		6061.5	44971	6.76	353.7	4.92	107.6	271.5		1652											
laptop	315	Qualcomm Snapdragon X Plus X1P-66-100	908503	https://www.notebookcheck.net/Qualcomm-Snapdragon-X-Plus-X1P-66-100-Processor-Benchmarks-and-Specs.908503.0.html	Oryon	Snapdragon X	12.0	6.0			3400	4000	10	10	4	ARM	True	Adreno X1-85 3.8 TFLOPS																																														
laptop	316	AMD Ryzen 5 8640U	780976	https://www.notebookcheck.net/AMD-Ryzen-5-8640U-Processor-Benchmarks-and-Specs.780976.0.html	Hawk Point-U (Zen 4)	Hawk Point (Zen 4/4c)	6.0	16.0	28		3500	4900	6	12	4	x86	True	Radeon 760M	5229.0	7211	34915	256	1663	644	4096	1651	10433	96	581			1822	8507	2464	9903	13014	238	94.8	11.9	9.2	1.4	0.9	301	499	6018	47187	7.6	669.8			272	235												
laptop	317	Intel Core Ultra 7 265U	943063	https://www.notebookcheck.net/Intel-Core-Ultra-7-265U-Processor-Benchmarks-and-Specs.943063.0.html	Arrow Lake-U	Arrow Lake	14.0	12.0	15	57	2400	5300	12	14	3	x86	True	Graphics 4-Core iGPU (Arrow Lake)	54.75			244	1736	678	4061	1749	10623	102.3	517			1815	9683	2477	10707				11.4				335	667	5088	38771						252	1561											
laptop	318	Intel Core Ultra 7 255U	943065	https://www.notebookcheck.net/Intel-Core-Ultra-7-255U-Processor-Benchmarks-and-Specs.943065.0.html	Arrow Lake-U	Arrow Lake	14.0	12.0	15	57	3800	4800	12	14	3	x86	True	Graphics 4-Core iGPU (Arrow Lake)	55.15			251	1515	701	3603	1843	9240	107.9	509			1780	9554	2462	10421				10.7				354	643	5208	37410					283	254	1574	436	2082	104376	381.3	389.1	513					
laptop	319	Intel Core Ultra 5 225U	943067	https://www.notebookcheck.net/Intel-Core-Ultra-5-225U-Processor-Benchmarks-and-Specs.943067.0.html	Arrow Lake-U	Arrow Lake	14.0	12.0	15	57	2400	4800	12	14	3	x86	True	Graphics 4-Core iGPU (Arrow Lake)	53.95	9810	47183	247	1903	668.5	4566	1731	11843.5	101.9	621			1761.5	9266.5	2372.5	9886.5				13	7.5	1.4	0.74	288	519.5	5082	44305.5	7.1	700.6	11.1	362.4	273.5	245	1539			98733	375.5	364.7	501					
laptop	320	AMD Ryzen 5 PRO 220	946377	https://www.notebookcheck.net/AMD-Ryzen-5-PRO-220-Processor-Benchmarks-and-Specs.946377.0.html	Hawk Point-U (Zen 4 + Zen 4c)	Hawk Point (Zen 4/4c)	6.0	16.0	28		3200	4900	6	12	4	x86	True	Radeon 740M	44.3															2450	9440																													
laptop	321	AMD Ryzen 7 7735H	780662	https://www.notebookcheck.net/AMD-Ryzen-7-7735H-Processor-Benchmarks-and-Specs.780662.0.html	Rembrandt-H Refresh	Rembrandt (Zen 3+)	4.0	16.0	35		3200	4750	8	16	6	x86	True	Radeon 680M	56.35	6438	35222	246	1825	601	4354	1536	10920	88	617	6434.5	34180.5	1564	8582	2015.5	9182.5	12923.5	251.5	103.65	14.1	10.6	1.6	1.1	283	488	5621	52518	7.59	680.96	3.81	109.78	293	222	1607											
laptop	322	Intel Core 5 330	1276866	https://www.notebookcheck.net/Intel-Core-5-330-Processor-Benchmarks-and-Specs.1276866.0.html	Wildcat Lake	Wildcat Lake	6.0		15	35	1400	4600	6	6	2	x86	True	Intel Graphics 2 Xe3 WCL	41.9															2555	7301																													
laptop	323	Intel Core 5 320	1276868	https://www.notebookcheck.net/Intel-Core-5-320-Processor-Benchmarks-and-Specs.1276868.0.html	Wildcat Lake	Wildcat Lake	6.0		15	35	1400	4600	6	6	2	x86	True	Intel Graphics 2 Xe3 WCL	43.4															2582	8017.5																													
laptop	324	Intel Core 5 120U	791267	https://www.notebookcheck.net/Intel-Core-5-120U-Processor-Benchmarks-and-Specs.791267.0.html	Raptor Lake-U Refresh	Raptor Lake-U	9.5	12.0	15	55	900	5000	10	12	10	x86	True	Iris Xe G7 80EUs	54.75			245	1150.5	667.5	2575	1756.5	6659		421			1767.5	8068	2468.5	9069.5				7.6				516	959	5627.5	27640.5					271	247	1563.5											
smartphone	325	Apple M2	632312	https://www.notebookcheck.net/Apple-M2-Processor-Benchmarks-and-Specs.632312.0.html		M2	20.0	8.0	20		2424	3480	8	8	5	ARM	True	M2 10-Core GPU	52.85			223	1215	381	2324	1585	8667	121	513			1915.5	8956	2599	10089								597	619.5							376	235	1507			74878	227.4		399.3					
desktop	326	AMD Ryzen 9 3900X	429494	https://www.notebookcheck.net/AMD-Ryzen-9-3900X-Desktop-CPU-Review-12-cores-meet-Socket-AM4.429494.0.html	Matisse (Zen 2)	Matisse (Ryzen 3000 Desktop)	6.0	64.0	105		3800	4600	12	24	7	x86	True		37.814	6018.5	45539	207	3049	514	6910	1370	19000			5680	43350	1250	10498	1765	10929	14889	267.5	147	20.75	10.75	2.9	1.7	162.3		5316	80935	9.14	511	2.69	64.85	225													
laptop	327	Intel Core i7-12650HX	618795	https://www.notebookcheck.net/Intel-Core-i7-12650HX-Processor-Benchmarks-and-Specs.618795.0.html	Alder Lake-HX	Alder Lake-S	11.5	24.0	55		1500	4700	14	20	10	x86	True	UHD Graphics 770	43.6															2400.5	9376.5																													
laptop	328	AMD Ryzen 9 PRO 6950HS	615493	https://www.notebookcheck.net/AMD-Ryzen-9-PRO-6950HS-Processor-Benchmarks-and-Specs.615493.0.html	Rembrandt-HS (Zen 3+)	Rembrandt (Zen 3+)	4.0	16.0	35		3300	4900	8	16	6	x86	True	Radeon 680M	47.15	6266	36583	239	1913	591	4577	1514	11515			6351	31423	1549	7664	2022	9821		222	103	12.8	11.7	1.6	1.02	264		5516	49474	7.2	366	8.4	252	274		1345											
laptop	329	Qualcomm Snapdragon X2 Plus X2P-42-100	1196970	https://www.notebookcheck.net/Qualcomm-Snapdragon-X2-Plus-X2P-42-100-Processor-Benchmarks-and-Specs.1196970.0.html	Oryon v3	Snapdragon X2			22				6	6	3	ARM	True	Adreno X2-45	57.4															3209	12011																													
laptop	330	Intel Core Ultra 5 235U	943066	https://www.notebookcheck.net/Intel-Core-Ultra-5-235U-Processor-Benchmarks-and-Specs.943066.0.html	Arrow Lake-U	Arrow Lake	14.0	12.0	15	57	2400	4900	12	14	3	x86	True	Graphics 4-Core iGPU (Arrow Lake)	43.9															2422	9395																													
laptop	331	AMD Ryzen 5 PRO 215	1154700	https://www.notebookcheck.net/AMD-Ryzen-5-PRO-215-Processor-Benchmarks-and-Specs.1154700.0.html	Hawk Point-U (Zen 4 + Zen 4c)	Hawk Point (Zen 4/4c)	6.0	16.0	28		3200	4700	6	12	4	x86	True	Radeon 740M	53.25	7165	32827	265.5	1610.5	666	3920	1713	10036	100.8	557	7438	31091	1867.5	7647	2519.5	9008	11781	252.44	93.9	12.95	7.7	1.1	0.73	323.5	532.5	6169	42273.5	8.56	410.1	10.25	316.86	284	242.5	1520.5			104196	402.5	395.4	442					
laptop	332	Intel Core Ultra 5 135H	783324	https://www.notebookcheck.net/Intel-Core-Ultra-5-135H-Processor-Benchmarks-and-Specs.783324.0.html	Meteor Lake-H	Meteor Lake-H	18.0		28		3600	4600	14	18	7	x86	True	Arc 8-Core	51.35	9317	42283	244	1718	652	4228	1700	11875.5	99.2	575	6693	32577	1651.5	9225.5	2278	10368	12383	271.5	97.95	12.5	7.3	1.3	1.1	338	542	4839		9.43	457.8	4.73	505.9	264	234	1465			92150	321.6	321.6	394	57.2				
laptop	333	Intel Core Ultra 5 125H	783325	https://www.notebookcheck.net/Intel-Core-Ultra-5-125H-Processor-Benchmarks-and-Specs.783325.0.html	Meteor Lake-H	Meteor Lake-H	18.0		28		3600	4500	14	18	7	x86	True	Arc 7-Core	53.75	9266	51374	241	2021.5	631	4908.5	1647.5	12804.5	100	616	6742	38692	1653.5	10167	2279	11268	13800	304.9	130.95	13.75	8.9	1.4	0.85	266.5	479	4982.5		7.5	403.55	4.98	254.68	252.5	231	1533	364	1584	86219.5	285.25		347					
laptop	334	Intel Core Ultra 5 238V	893263	https://www.notebookcheck.net/Intel-Core-Ultra-5-238V-Processor-Benchmarks-and-Specs.893263.0.html	Lunar Lake	Lunar Lake	14.0	8.0	17	37	2100	4700	8	8	3	x86	True	Arc 130V	48.7															2697	10332																													
laptop	335	Intel Core Ultra 5 236V	893261	https://www.notebookcheck.net/Intel-Core-Ultra-5-236V-Processor-Benchmarks-and-Specs.893261.0.html	Lunar Lake	Lunar Lake	14.0	8.0	17	37	2100	4700	8	8	3	x86	True	Arc 130V	46.0															2551	9773.5																													
laptop	336	Intel Core Ultra 5 228V	893277	https://www.notebookcheck.net/Intel-Core-Ultra-5-228V-Processor-Benchmarks-and-Specs.893277.0.html	Lunar Lake	Lunar Lake	14.0	8.0	17	37	2100	4500	8	8	3	x86	True	Arc 130V	5450.0	10037	41480	267	1502.5	677.5	3873.5	1758	9932	105.15	494	8099	32114	1904	9051	2585	10313	11286	290.3	91.4	11.2	6.8	1.3	0.66	402	689	5291.5	31172.5	8.6	417	9.2	285.1	281	258	1542			94967	395.4	387.1	479					
laptop	337	Intel Core Ultra 5 226V	893266	https://www.notebookcheck.net/Intel-Core-Ultra-5-226V-Processor-Benchmarks-and-Specs.893266.0.html	Lunar Lake	Lunar Lake	14.0	8.0	17	37	2100	4500	8	8	3	x86	True	Arc 130V	54.65	9738	42086	266.5	1505.5	666.5	3849	1732	9857.5	112	584	7753	31261	1877.5	8920	2582	10010.5	10506	305.4	93.6	12.55	7.1	1.1	0.64	352.5	572	5305	33110	8.8	458.3			282	255.3	1560			97354	320.1	368.2	378					
laptop	338	AMD Ryzen 5 8540U	780975	https://www.notebookcheck.net/AMD-Ryzen-5-8540U-Processor-Benchmarks-and-Specs.780975.0.html	Hawk Point-U (Zen 4 + Zen 4c)	Hawk Point (Zen 4/4c)	6.0	16.0	28		3200	4900	6	12	4	x86	True	Radeon 740M	48.65	7512	32127	253	1557.5	670.5	3837	1714.5	9721.5	98	551			1834.5	7291.5	2489	8750.5	12442	239.2	82.6	11.2	7.8	1.1	0.72	339	565	6140.5	39961.5	7.6	677.4			285	240	1388											
laptop	339	AMD Ryzen 5 230	946303	https://www.notebookcheck.net/AMD-Ryzen-5-230-Processor-Benchmarks-and-Specs.946303.0.html	Hawk Point-U (Zen 4)	Hawk Point (Zen 4/4c)	6.0	16.0	28		3500	4900	6	12	4	x86	True	Radeon 760M	42.6															2448	8437																													
laptop	340	AMD Ryzen 5 PRO 230	946378	https://www.notebookcheck.net/AMD-Ryzen-5-PRO-230-Processor-Benchmarks-and-Specs.946378.0.html	Hawk Point-U (Zen 4)	Hawk Point (Zen 4/4c)	6.0	16.0	28		3500	4900	6	12	4	x86	True	Radeon 760M	45.5															2503	9776																													
laptop	341	AMD Ryzen 5 220	946309	https://www.notebookcheck.net/AMD-Ryzen-5-220-Processor-Benchmarks-and-Specs.946309.0.html	Hawk Point-U (Zen 4 + Zen 4c)	Hawk Point (Zen 4/4c)	6.0	16.0	28		3000	4900	6	12	4	x86	True	Radeon 740M	42.3															2476	8065																													
laptop	342	AMD Ryzen 5 7545U	780678	https://www.notebookcheck.net/AMD-Ryzen-5-7545U-Processor-Benchmarks-and-Specs.780678.0.html	Phoenix (Zen4)	Phoenix (Zen 4)	6.0	16.0	28		3200	4900	6	12	4	x86	True	Radeon 740M	44.8															2498	9383																													
laptop	343	AMD Ryzen 5 PRO 7545U	1011436	https://www.notebookcheck.net/AMD-Ryzen-5-PRO-7545U-Processor-Benchmarks-and-Specs.1011436.0.html	Phoenix (Zen4)	Phoenix (Zen 4)	6.0	16.0	28		3200	4900	6	12	4	x86	True	Radeon 740M	44.0															2518	8788																													
laptop	344	AMD Ryzen 5 7640U	716513	https://www.notebookcheck.net/AMD-Ryzen-5-7640U-Processor-Benchmarks-and-Specs.716513.0.html	Phoenix-U (Zen 4)	Phoenix (Zen 4)	6.0	16.0	28		3500	4900	6	12	4	x86	True	Radeon 760M	45.8															2458.5	10277																													
laptop	345	AMD Ryzen 5 PRO 7640U	725654	https://www.notebookcheck.net/AMD-Ryzen-5-PRO-7640U-Processor-Benchmarks-and-Specs.725654.0.html	Phoenix (Zen4)	Phoenix (Zen 4)	6.0	16.0	15		3500	4900	6	12	4	x86	True	Radeon 760M	45.8															2459	10277																													
laptop	346	Qualcomm Snapdragon X X1-26-100	942259	https://www.notebookcheck.net/Qualcomm-Snapdragon-X1P-26-100-Processor-Benchmarks-and-Specs.942259.0.html	Purwa SE / Oryon	Snapdragon X	12.0	6.0					8	8	4	ARM	True	Adreno X1-45 1.7 TFLOPS	38.55	2299	14395	181.5	1404	364	2826	975	7446	96	698			1576	6244	2123.5	10584				5.21				443	791	4088	29424	20	994.9	9.5	308.5	357	248	1100			68055.5	261.5	285.3	348.5					
laptop	347	Intel Core 5 220U	1133307	https://www.notebookcheck.net/Intel-Core-5-220U-Processor-Benchmarks-and-Specs.1133307.0.html	Raptor Lake Refresh	Raptor Lake-R	12.0		15	55	900	5000	10	12	10	x86	True	Iris Xe G7 80EUs	42.7															2547	7851																													
